zip_code,zipcode,year,week,week_of_year,positive_detections,positive_count,elevated,week_start
11205,11205,2026,22,22,0,0,0,2026-06-01
11205,11205,2026,23,23,0,0,0,2026-06-08
11205,11205,2026,24,24,0,0,0,2026-06-15
11205,11205,2026,25,25,0,0,0,2026-06-22
11205,11205,2026,26,26,0,0,0,2026-06-29
11205,11205,2026,27,27,0,0,0,2026-07-06
11205,11205,2026,28,28,0,0,0,2026-07-13
11205,11205,2026,29,29,0,0,0,2026-07-20
11205,11205,2026,30,30,0,0,0,2026-07-27
11205,11205,2026,31,31,0,0,0,2026-08-03
11205,11205,2026,32,32,0,0,0,2026-08-10
11205,11205,2026,33,33,0,0,0,2026-08-17
11206,11206,2026,22,22,0,0,0,2026-06-01
11206,11206,2026,23,23,0,0,0,2026-06-08
11206,11206,2026,24,24,0,0,0,2026-06-15
11206,11206,2026,25,25,0,0,0,2026-06-22
11206,11206,2026,26,26,0,0,0,2026-06-29
11206,11206,2026,27,27,0,0,0,2026-07-06
11206,11206,2026,28,28,0,0,0,2026-07-13
11206,11206,2026,29,29,0,0,0,2026-07-20
11206,11206,2026,30,30,1,1,1,2026-07-27
11206,11206,2026,31,31,1,1,1,2026-08-03
11206,11206,2026,32,32,1,1,1,2026-08-10
11206,11206,2026,33,33,1,1,1,2026-08-17
11207,11207,2026,22,22,0,0,0,2026-06-01
11207,11207,2026,23,23,0,0,0,2026-06-08
11207,11207,2026,24,24,0,0,0,2026-06-15
11207,11207,2026,25,25,0,0,0,2026-06-22
11207,11207,2026,26,26,0,0,0,2026-06-29
11207,11207,2026,27,27,0,0,0,2026-07-06
11207,11207,2026,28,28,0,0,0,2026-07-13
11207,11207,2026,29,29,0,0,0,2026-07-20
11207,11207,2026,30,30,1,1,1,2026-07-27
11207,11207,2026,31,31,1,1,1,2026-08-03
11207,11207,2026,32,32,1,1,1,2026-08-10
11207,11207,2026,33,33,1,1,1,2026-08-17
11208,11208,2026,22,22,0,0,0,2026-06-01
11208,11208,2026,23,23,0,0,0,2026-06-08
11208,11208,2026,24,24,0,0,0,2026-06-15
11208,11208,2026,25,25,0,0,0,2026-06-22
11208,11208,2026,26,26,0,0,0,2026-06-29
11208,11208,2026,27,27,0,0,0,2026-07-06
11208,11208,2026,28,28,0,0,0,2026-07-13
11208,11208,2026,29,29,1,1,1,2026-07-20
11208,11208,2026,30,30,1,1,1,2026-07-27
11208,11208,2026,31,31,1,1,1,2026-08-03
11208,11208,2026,32,32,2,2,1,2026-08-10
11208,11208,2026,33,33,0,0,0,2026-08-17
11209,11209,2026,22,22,0,0,0,2026-06-01
11209,11209,2026,23,23,0,0,0,2026-06-08
11209,11209,2026,24,24,0,0,0,2026-06-15
11209,11209,2026,25,25,0,0,0,2026-06-22
11209,11209,2026,26,26,0,0,0,2026-06-29
11209,11209,2026,27,27,0,0,0,2026-07-06
11209,11209,2026,28,28,0,0,0,2026-07-13
11209,11209,2026,29,29,1,1,1,2026-07-20
11209,11209,2026,30,30,0,0,0,2026-07-27
11209,11209,2026,31,31,1,1,1,2026-08-03
11209,11209,2026,32,32,0,0,0,2026-08-10
11209,11209,2026,33,33,0,0,0,2026-08-17
11210,11210,2026,22,22,0,0,0,2026-06-01
11210,11210,2026,23,23,0,0,0,2026-06-08
11210,11210,2026,24,24,0,0,0,2026-06-15
11210,11210,2026,25,25,0,0,0,2026-06-22
11210,11210,2026,26,26,0,0,0,2026-06-29
11210,11210,2026,27,27,0,0,0,2026-07-06
11210,11210,2026,28,28,0,0,0,2026-07-13
11210,11210,2026,29,29,0,0,0,2026-07-20
11210,11210,2026,30,30,0,0,0,2026-07-27
11210,11210,2026,31,31,0,0,0,2026-08-03
11210,11210,2026,32,32,0,0,0,2026-08-10
11210,11210,2026,33,33,0,0,0,2026-08-17
11211,11211,2026,22,22,0,0,0,2026-06-01
11211,11211,2026,23,23,0,0,0,2026-06-08
11211,11211,2026,24,24,0,0,0,2026-06-15
11211,11211,2026,25,25,0,0,0,2026-06-22
11211,11211,2026,26,26,0,0,0,2026-06-29
11211,11211,2026,27,27,0,0,0,2026-07-06
11211,11211,2026,28,28,0,0,0,2026-07-13
11211,11211,2026,29,29,0,0,0,2026-07-20
11211,11211,2026,30,30,0,0,0,2026-07-27
11211,11211,2026,31,31,0,0,0,2026-08-03
11211,11211,2026,32,32,0,0,0,2026-08-10
11211,11211,2026,33,33,0,0,0,2026-08-17
11212,11212,2026,22,22,0,0,0,2026-06-01
11212,11212,2026,23,23,0,0,0,2026-06-08
11212,11212,2026,24,24,0,0,0,2026-06-15
11212,11212,2026,25,25,0,0,0,2026-06-22
11212,11212,2026,26,26,0,0,0,2026-06-29
11212,11212,2026,27,27,0,0,0,2026-07-06
11212,11212,2026,28,28,0,0,0,2026-07-13
11212,11212,2026,29,29,0,0,0,2026-07-20
11212,11212,2026,30,30,0,0,0,2026-07-27
11212,11212,2026,31,31,0,0,0,2026-08-03
11212,11212,2026,32,32,1,1,1,2026-08-10
11212,11212,2026,33,33,0,0,0,2026-08-17
11213,11213,2026,22,22,0,0,0,2026-06-01
11213,11213,2026,23,23,0,0,0,2026-06-08
11213,11213,2026,24,24,0,0,0,2026-06-15
11213,11213,2026,25,25,0,0,0,2026-06-22
11213,11213,2026,26,26,0,0,0,2026-06-29
11213,11213,2026,27,27,0,0,0,2026-07-06
11213,11213,2026,28,28,0,0,0,2026-07-13
11213,11213,2026,29,29,0,0,0,2026-07-20
11213,11213,2026,30,30,0,0,0,2026-07-27
11213,11213,2026,31,31,0,0,0,2026-08-03
11213,11213,2026,32,32,0,0,0,2026-08-10
11213,11213,2026,33,33,0,0,0,2026-08-17
11214,11214,2026,22,22,0,0,0,2026-06-01
11214,11214,2026,23,23,0,0,0,2026-06-08
11214,11214,2026,24,24,0,0,0,2026-06-15
11214,11214,2026,25,25,0,0,0,2026-06-22
11214,11214,2026,26,26,0,0,0,2026-06-29
11214,11214,2026,27,27,0,0,0,2026-07-06
11214,11214,2026,28,28,2,2,1,2026-07-13
11214,11214,2026,29,29,2,2,1,2026-07-20
11214,11214,2026,30,30,2,2,1,2026-07-27
11214,11214,2026,31,31,2,2,1,2026-08-03
11214,11214,2026,32,32,1,1,1,2026-08-10
11214,11214,2026,33,33,0,0,0,2026-08-17
11215,11215,2026,22,22,0,0,0,2026-06-01
11215,11215,2026,23,23,0,0,0,2026-06-08
11215,11215,2026,24,24,0,0,0,2026-06-15
11215,11215,2026,25,25,0,0,0,2026-06-22
11215,11215,2026,26,26,0,0,0,2026-06-29
11215,11215,2026,27,27,1,1,1,2026-07-06
11215,11215,2026,28,28,2,2,1,2026-07-13
11215,11215,2026,29,29,2,2,1,2026-07-20
11215,11215,2026,30,30,1,1,1,2026-07-27
11215,11215,2026,31,31,2,2,1,2026-08-03
11215,11215,2026,32,32,1,1,1,2026-08-10
11215,11215,2026,33,33,0,0,0,2026-08-17
11216,11216,2026,22,22,0,0,0,2026-06-01
11216,11216,2026,23,23,0,0,0,2026-06-08
11216,11216,2026,24,24,0,0,0,2026-06-15
11216,11216,2026,25,25,0,0,0,2026-06-22
11216,11216,2026,26,26,0,0,0,2026-06-29
11216,11216,2026,27,27,0,0,0,2026-07-06
11216,11216,2026,28,28,0,0,0,2026-07-13
11216,11216,2026,29,29,0,0,0,2026-07-20
11216,11216,2026,30,30,0,0,0,2026-07-27
11216,11216,2026,31,31,0,0,0,2026-08-03
11216,11216,2026,32,32,0,0,0,2026-08-10
11216,11216,2026,33,33,0,0,0,2026-08-17
11217,11217,2026,22,22,0,0,0,2026-06-01
11217,11217,2026,23,23,0,0,0,2026-06-08
11217,11217,2026,24,24,0,0,0,2026-06-15
11217,11217,2026,25,25,0,0,0,2026-06-22
11217,11217,2026,26,26,0,0,0,2026-06-29
11217,11217,2026,27,27,0,0,0,2026-07-06
11217,11217,2026,28,28,0,0,0,2026-07-13
11217,11217,2026,29,29,0,0,0,2026-07-20
11217,11217,2026,30,30,0,0,0,2026-07-27
11217,11217,2026,31,31,0,0,0,2026-08-03
11217,11217,2026,32,32,0,0,0,2026-08-10
11217,11217,2026,33,33,0,0,0,2026-08-17
11218,11218,2026,22,22,0,0,0,2026-06-01
11218,11218,2026,23,23,0,0,0,2026-06-08
11218,11218,2026,24,24,0,0,0,2026-06-15
11218,11218,2026,25,25,0,0,0,2026-06-22
11218,11218,2026,26,26,0,0,0,2026-06-29
11218,11218,2026,27,27,0,0,0,2026-07-06
11218,11218,2026,28,28,0,0,0,2026-07-13
11218,11218,2026,29,29,0,0,0,2026-07-20
11218,11218,2026,30,30,0,0,0,2026-07-27
11218,11218,2026,31,31,0,0,0,2026-08-03
11218,11218,2026,32,32,0,0,0,2026-08-10
11218,11218,2026,33,33,0,0,0,2026-08-17
11219,11219,2026,22,22,0,0,0,2026-06-01
11219,11219,2026,23,23,0,0,0,2026-06-08
11219,11219,2026,24,24,0,0,0,2026-06-15
11219,11219,2026,25,25,0,0,0,2026-06-22
11219,11219,2026,26,26,0,0,0,2026-06-29
11219,11219,2026,27,27,0,0,0,2026-07-06
11219,11219,2026,28,28,1,1,1,2026-07-13
11219,11219,2026,29,29,2,2,1,2026-07-20
11219,11219,2026,30,30,2,2,1,2026-07-27
11219,11219,2026,31,31,1,1,1,2026-08-03
11219,11219,2026,32,32,1,1,1,2026-08-10
11219,11219,2026,33,33,0,0,0,2026-08-17
11220,11220,2026,22,22,0,0,0,2026-06-01
11220,11220,2026,23,23,0,0,0,2026-06-08
11220,11220,2026,24,24,0,0,0,2026-06-15
11220,11220,2026,25,25,0,0,0,2026-06-22
11220,11220,2026,26,26,0,0,0,2026-06-29
11220,11220,2026,27,27,0,0,0,2026-07-06
11220,11220,2026,28,28,0,0,0,2026-07-13
11220,11220,2026,29,29,1,1,1,2026-07-20
11220,11220,2026,30,30,1,1,1,2026-07-27
11220,11220,2026,31,31,1,1,1,2026-08-03
11220,11220,2026,32,32,1,1,1,2026-08-10
11220,11220,2026,33,33,0,0,0,2026-08-17
11221,11221,2026,22,22,0,0,0,2026-06-01
11221,11221,2026,23,23,0,0,0,2026-06-08
11221,11221,2026,24,24,0,0,0,2026-06-15
11221,11221,2026,25,25,0,0,0,2026-06-22
11221,11221,2026,26,26,0,0,0,2026-06-29
11221,11221,2026,27,27,0,0,0,2026-07-06
11221,11221,2026,28,28,0,0,0,2026-07-13
11221,11221,2026,29,29,0,0,0,2026-07-20
11221,11221,2026,30,30,0,0,0,2026-07-27
11221,11221,2026,31,31,1,1,1,2026-08-03
11221,11221,2026,32,32,1,1,1,2026-08-10
11221,11221,2026,33,33,1,1,1,2026-08-17
11222,11222,2026,22,22,0,0,0,2026-06-01
11222,11222,2026,23,23,0,0,0,2026-06-08
11222,11222,2026,24,24,0,0,0,2026-06-15
11222,11222,2026,25,25,0,0,0,2026-06-22
11222,11222,2026,26,26,0,0,0,2026-06-29
11222,11222,2026,27,27,0,0,0,2026-07-06
11222,11222,2026,28,28,0,0,0,2026-07-13
11222,11222,2026,29,29,1,1,1,2026-07-20
11222,11222,2026,30,30,1,1,1,2026-07-27
11222,11222,2026,31,31,0,0,0,2026-08-03
11222,11222,2026,32,32,0,0,0,2026-08-10
11222,11222,2026,33,33,0,0,0,2026-08-17
11223,11223,2026,22,22,0,0,0,2026-06-01
11223,11223,2026,23,23,0,0,0,2026-06-08
11223,11223,2026,24,24,0,0,0,2026-06-15
11223,11223,2026,25,25,0,0,0,2026-06-22
11223,11223,2026,26,26,0,0,0,2026-06-29
11223,11223,2026,27,27,0,0,0,2026-07-06
11223,11223,2026,28,28,1,1,1,2026-07-13
11223,11223,2026,29,29,1,1,1,2026-07-20
11223,11223,2026,30,30,1,1,1,2026-07-27
11223,11223,2026,31,31,1,1,1,2026-08-03
11223,11223,2026,32,32,0,0,0,2026-08-10
11223,11223,2026,33,33,0,0,0,2026-08-17
11224,11224,2026,22,22,0,0,0,2026-06-01
11224,11224,2026,23,23,0,0,0,2026-06-08
11224,11224,2026,24,24,0,0,0,2026-06-15
11224,11224,2026,25,25,0,0,0,2026-06-22
11224,11224,2026,26,26,0,0,0,2026-06-29
11224,11224,2026,27,27,0,0,0,2026-07-06
11224,11224,2026,28,28,0,0,0,2026-07-13
11224,11224,2026,29,29,0,0,0,2026-07-20
11224,11224,2026,30,30,0,0,0,2026-07-27
11224,11224,2026,31,31,0,0,0,2026-08-03
11224,11224,2026,32,32,0,0,0,2026-08-10
11224,11224,2026,33,33,0,0,0,2026-08-17
11225,11225,2026,22,22,0,0,0,2026-06-01
11225,11225,2026,23,23,0,0,0,2026-06-08
11225,11225,2026,24,24,0,0,0,2026-06-15
11225,11225,2026,25,25,0,0,0,2026-06-22
11225,11225,2026,26,26,0,0,0,2026-06-29
11225,11225,2026,27,27,0,0,0,2026-07-06
11225,11225,2026,28,28,0,0,0,2026-07-13
11225,11225,2026,29,29,0,0,0,2026-07-20
11225,11225,2026,30,30,0,0,0,2026-07-27
11225,11225,2026,31,31,0,0,0,2026-08-03
11225,11225,2026,32,32,0,0,0,2026-08-10
11225,11225,2026,33,33,0,0,0,2026-08-17
11226,11226,2026,22,22,0,0,0,2026-06-01
11226,11226,2026,23,23,0,0,0,2026-06-08
11226,11226,2026,24,24,0,0,0,2026-06-15
11226,11226,2026,25,25,0,0,0,2026-06-22
11226,11226,2026,26,26,0,0,0,2026-06-29
11226,11226,2026,27,27,0,0,0,2026-07-06
11226,11226,2026,28,28,0,0,0,2026-07-13
11226,11226,2026,29,29,0,0,0,2026-07-20
11226,11226,2026,30,30,0,0,0,2026-07-27
11226,11226,2026,31,31,0,0,0,2026-08-03
11226,11226,2026,32,32,0,0,0,2026-08-10
11226,11226,2026,33,33,0,0,0,2026-08-17
11228,11228,2026,22,22,0,0,0,2026-06-01
11228,11228,2026,23,23,0,0,0,2026-06-08
11228,11228,2026,24,24,0,0,0,2026-06-15
11228,11228,2026,25,25,0,0,0,2026-06-22
11228,11228,2026,26,26,0,0,0,2026-06-29
11228,11228,2026,27,27,1,1,1,2026-07-06
11228,11228,2026,28,28,1,1,1,2026-07-13
11228,11228,2026,29,29,1,1,1,2026-07-20
11228,11228,2026,30,30,1,1,1,2026-07-27
11228,11228,2026,31,31,1,1,1,2026-08-03
11228,11228,2026,32,32,1,1,1,2026-08-10
11228,11228,2026,33,33,0,0,0,2026-08-17
11229,11229,2026,22,22,0,0,0,2026-06-01
11229,11229,2026,23,23,0,0,0,2026-06-08
11229,11229,2026,24,24,0,0,0,2026-06-15
11229,11229,2026,25,25,0,0,0,2026-06-22
11229,11229,2026,26,26,1,1,1,2026-06-29
11229,11229,2026,27,27,2,2,1,2026-07-06
11229,11229,2026,28,28,0,0,0,2026-07-13
11229,11229,2026,29,29,2,2,1,2026-07-20
11229,11229,2026,30,30,1,1,1,2026-07-27
11229,11229,2026,31,31,2,2,1,2026-08-03
11229,11229,2026,32,32,1,1,1,2026-08-10
11229,11229,2026,33,33,0,0,0,2026-08-17
11230,11230,2026,22,22,0,0,0,2026-06-01
11230,11230,2026,23,23,0,0,0,2026-06-08
11230,11230,2026,24,24,0,0,0,2026-06-15
11230,11230,2026,25,25,0,0,0,2026-06-22
11230,11230,2026,26,26,0,0,0,2026-06-29
11230,11230,2026,27,27,0,0,0,2026-07-06
11230,11230,2026,28,28,0,0,0,2026-07-13
11230,11230,2026,29,29,0,0,0,2026-07-20
11230,11230,2026,30,30,0,0,0,2026-07-27
11230,11230,2026,31,31,0,0,0,2026-08-03
11230,11230,2026,32,32,0,0,0,2026-08-10
11230,11230,2026,33,33,0,0,0,2026-08-17
11231,11231,2026,22,22,0,0,0,2026-06-01
11231,11231,2026,23,23,0,0,0,2026-06-08
11231,11231,2026,24,24,0,0,0,2026-06-15
11231,11231,2026,25,25,0,0,0,2026-06-22
11231,11231,2026,26,26,0,0,0,2026-06-29
11231,11231,2026,27,27,0,0,0,2026-07-06
11231,11231,2026,28,28,0,0,0,2026-07-13
11231,11231,2026,29,29,0,0,0,2026-07-20
11231,11231,2026,30,30,0,0,0,2026-07-27
11231,11231,2026,31,31,0,0,0,2026-08-03
11231,11231,2026,32,32,0,0,0,2026-08-10
11231,11231,2026,33,33,0,0,0,2026-08-17
11232,11232,2026,22,22,0,0,0,2026-06-01
11232,11232,2026,23,23,0,0,0,2026-06-08
11232,11232,2026,24,24,0,0,0,2026-06-15
11232,11232,2026,25,25,0,0,0,2026-06-22
11232,11232,2026,26,26,1,1,1,2026-06-29
11232,11232,2026,27,27,0,0,0,2026-07-06
11232,11232,2026,28,28,1,1,1,2026-07-13
11232,11232,2026,29,29,1,1,1,2026-07-20
11232,11232,2026,30,30,1,1,1,2026-07-27
11232,11232,2026,31,31,1,1,1,2026-08-03
11232,11232,2026,32,32,1,1,1,2026-08-10
11232,11232,2026,33,33,0,0,0,2026-08-17
11233,11233,2026,22,22,0,0,0,2026-06-01
11233,11233,2026,23,23,0,0,0,2026-06-08
11233,11233,2026,24,24,0,0,0,2026-06-15
11233,11233,2026,25,25,0,0,0,2026-06-22
11233,11233,2026,26,26,0,0,0,2026-06-29
11233,11233,2026,27,27,0,0,0,2026-07-06
11233,11233,2026,28,28,0,0,0,2026-07-13
11233,11233,2026,29,29,0,0,0,2026-07-20
11233,11233,2026,30,30,0,0,0,2026-07-27
11233,11233,2026,31,31,0,0,0,2026-08-03
11233,11233,2026,32,32,0,0,0,2026-08-10
11233,11233,2026,33,33,0,0,0,2026-08-17
11234,11234,2026,22,22,0,0,0,2026-06-01
11234,11234,2026,23,23,0,0,0,2026-06-08
11234,11234,2026,24,24,0,0,0,2026-06-15
11234,11234,2026,25,25,0,0,0,2026-06-22
11234,11234,2026,26,26,1,1,1,2026-06-29
11234,11234,2026,27,27,1,1,1,2026-07-06
11234,11234,2026,28,28,2,2,1,2026-07-13
11234,11234,2026,29,29,2,2,1,2026-07-20
11234,11234,2026,30,30,2,2,1,2026-07-27
11234,11234,2026,31,31,2,2,1,2026-08-03
11234,11234,2026,32,32,2,2,1,2026-08-10
11234,11234,2026,33,33,0,0,0,2026-08-17
11235,11235,2026,22,22,0,0,0,2026-06-01
11235,11235,2026,23,23,0,0,0,2026-06-08
11235,11235,2026,24,24,0,0,0,2026-06-15
11235,11235,2026,25,25,0,0,0,2026-06-22
11235,11235,2026,26,26,0,0,0,2026-06-29
11235,11235,2026,27,27,1,1,1,2026-07-06
11235,11235,2026,28,28,1,1,1,2026-07-13
11235,11235,2026,29,29,1,1,1,2026-07-20
11235,11235,2026,30,30,1,1,1,2026-07-27
11235,11235,2026,31,31,1,1,1,2026-08-03
11235,11235,2026,32,32,0,0,0,2026-08-10
11235,11235,2026,33,33,0,0,0,2026-08-17
11236,11236,2026,22,22,0,0,0,2026-06-01
11236,11236,2026,23,23,0,0,0,2026-06-08
11236,11236,2026,24,24,0,0,0,2026-06-15
11236,11236,2026,25,25,0,0,0,2026-06-22
11236,11236,2026,26,26,0,0,0,2026-06-29
11236,11236,2026,27,27,0,0,0,2026-07-06
11236,11236,2026,28,28,1,1,1,2026-07-13
11236,11236,2026,29,29,1,1,1,2026-07-20
11236,11236,2026,30,30,1,1,1,2026-07-27
11236,11236,2026,31,31,1,1,1,2026-08-03
11236,11236,2026,32,32,1,1,1,2026-08-10
11236,11236,2026,33,33,1,1,1,2026-08-17
11237,11237,2026,22,22,0,0,0,2026-06-01
11237,11237,2026,23,23,0,0,0,2026-06-08
11237,11237,2026,24,24,0,0,0,2026-06-15
11237,11237,2026,25,25,0,0,0,2026-06-22
11237,11237,2026,26,26,0,0,0,2026-06-29
11237,11237,2026,27,27,0,0,0,2026-07-06
11237,11237,2026,28,28,0,0,0,2026-07-13
11237,11237,2026,29,29,0,0,0,2026-07-20
11237,11237,2026,30,30,0,0,0,2026-07-27
11237,11237,2026,31,31,1,1,1,2026-08-03
11237,11237,2026,32,32,1,1,1,2026-08-10
11237,11237,2026,33,33,1,1,1,2026-08-17
11238,11238,2026,22,22,0,0,0,2026-06-01
11238,11238,2026,23,23,0,0,0,2026-06-08
11238,11238,2026,24,24,0,0,0,2026-06-15
11238,11238,2026,25,25,0,0,0,2026-06-22
11238,11238,2026,26,26,0,0,0,2026-06-29
11238,11238,2026,27,27,0,0,0,2026-07-06
11238,11238,2026,28,28,1,1,1,2026-07-13
11238,11238,2026,29,29,1,1,1,2026-07-20
11238,11238,2026,30,30,1,1,1,2026-07-27
11238,11238,2026,31,31,1,1,1,2026-08-03
11238,11238,2026,32,32,1,1,1,2026-08-10
11238,11238,2026,33,33,0,0,0,2026-08-17
11239,11239,2026,22,22,0,0,0,2026-06-01
11239,11239,2026,23,23,0,0,0,2026-06-08
11239,11239,2026,24,24,0,0,0,2026-06-15
11239,11239,2026,25,25,0,0,0,2026-06-22
11239,11239,2026,26,26,0,0,0,2026-06-29
11239,11239,2026,27,27,0,0,0,2026-07-06
11239,11239,2026,28,28,0,0,0,2026-07-13
11239,11239,2026,29,29,0,0,0,2026-07-20
11239,11239,2026,30,30,0,0,0,2026-07-27
11239,11239,2026,31,31,0,0,0,2026-08-03
11239,11239,2026,32,32,0,0,0,2026-08-10
11239,11239,2026,33,33,0,0,0,2026-08-17
11249,11249,2026,22,22,0,0,0,2026-06-01
11249,11249,2026,23,23,0,0,0,2026-06-08
11249,11249,2026,24,24,0,0,0,2026-06-15
11249,11249,2026,25,25,0,0,0,2026-06-22
11249,11249,2026,26,26,0,0,0,2026-06-29
11249,11249,2026,27,27,0,0,0,2026-07-06
11249,11249,2026,28,28,0,0,0,2026-07-13
11249,11249,2026,29,29,0,0,0,2026-07-20
11249,11249,2026,30,30,0,0,0,2026-07-27
11249,11249,2026,31,31,0,0,0,2026-08-03
11249,11249,2026,32,32,0,0,0,2026-08-10
11249,11249,2026,33,33,0,0,0,2026-08-17
11251,11251,2026,22,22,0,0,0,2026-06-01
11251,11251,2026,23,23,0,0,0,2026-06-08
11251,11251,2026,24,24,0,0,0,2026-06-15
11251,11251,2026,25,25,0,0,0,2026-06-22
11251,11251,2026,26,26,0,0,0,2026-06-29
11251,11251,2026,27,27,0,0,0,2026-07-06
11251,11251,2026,28,28,0,0,0,2026-07-13
11251,11251,2026,29,29,0,0,0,2026-07-20
11251,11251,2026,30,30,0,0,0,2026-07-27
11251,11251,2026,31,31,0,0,0,2026-08-03
11251,11251,2026,32,32,0,0,0,2026-08-10
11251,11251,2026,33,33,0,0,0,2026-08-17
11354,11354,2026,22,22,0,0,0,2026-06-01
11354,11354,2026,23,23,0,0,0,2026-06-08
11354,11354,2026,24,24,0,0,0,2026-06-15
11354,11354,2026,25,25,0,0,0,2026-06-22
11354,11354,2026,26,26,0,0,0,2026-06-29
11354,11354,2026,27,27,0,0,0,2026-07-06
11354,11354,2026,28,28,1,1,1,2026-07-13
11354,11354,2026,29,29,1,1,1,2026-07-20
11354,11354,2026,30,30,0,0,0,2026-07-27
11354,11354,2026,31,31,0,0,0,2026-08-03
11354,11354,2026,32,32,0,0,0,2026-08-10
11354,11354,2026,33,33,0,0,0,2026-08-17
11355,11355,2026,22,22,0,0,0,2026-06-01
11355,11355,2026,23,23,0,0,0,2026-06-08
11355,11355,2026,24,24,0,0,0,2026-06-15
11355,11355,2026,25,25,0,0,0,2026-06-22
11355,11355,2026,26,26,0,0,0,2026-06-29
11355,11355,2026,27,27,0,0,0,2026-07-06
11355,11355,2026,28,28,1,1,1,2026-07-13
11355,11355,2026,29,29,1,1,1,2026-07-20
11355,11355,2026,30,30,2,2,1,2026-07-27
11355,11355,2026,31,31,0,0,0,2026-08-03
11355,11355,2026,32,32,0,0,0,2026-08-10
11355,11355,2026,33,33,0,0,0,2026-08-17
11356,11356,2026,22,22,0,0,0,2026-06-01
11356,11356,2026,23,23,0,0,0,2026-06-08
11356,11356,2026,24,24,0,0,0,2026-06-15
11356,11356,2026,25,25,0,0,0,2026-06-22
11356,11356,2026,26,26,0,0,0,2026-06-29
11356,11356,2026,27,27,2,2,1,2026-07-06
11356,11356,2026,28,28,2,2,1,2026-07-13
11356,11356,2026,29,29,2,2,1,2026-07-20
11356,11356,2026,30,30,3,3,1,2026-07-27
11356,11356,2026,31,31,1,1,1,2026-08-03
11356,11356,2026,32,32,1,1,1,2026-08-10
11356,11356,2026,33,33,1,1,1,2026-08-17
11357,11357,2026,22,22,0,0,0,2026-06-01
11357,11357,2026,23,23,0,0,0,2026-06-08
11357,11357,2026,24,24,0,0,0,2026-06-15
11357,11357,2026,25,25,0,0,0,2026-06-22
11357,11357,2026,26,26,0,0,0,2026-06-29
11357,11357,2026,27,27,0,0,0,2026-07-06
11357,11357,2026,28,28,2,2,1,2026-07-13
11357,11357,2026,29,29,1,1,1,2026-07-20
11357,11357,2026,30,30,2,2,1,2026-07-27
11357,11357,2026,31,31,0,0,0,2026-08-03
11357,11357,2026,32,32,0,0,0,2026-08-10
11357,11357,2026,33,33,0,0,0,2026-08-17
11358,11358,2026,22,22,0,0,0,2026-06-01
11358,11358,2026,23,23,0,0,0,2026-06-08
11358,11358,2026,24,24,0,0,0,2026-06-15
11358,11358,2026,25,25,0,0,0,2026-06-22
11358,11358,2026,26,26,0,0,0,2026-06-29
11358,11358,2026,27,27,1,1,1,2026-07-06
11358,11358,2026,28,28,1,1,1,2026-07-13
11358,11358,2026,29,29,1,1,1,2026-07-20
11358,11358,2026,30,30,0,0,0,2026-07-27
11358,11358,2026,31,31,0,0,0,2026-08-03
11358,11358,2026,32,32,0,0,0,2026-08-10
11358,11358,2026,33,33,0,0,0,2026-08-17
11359,11359,2026,22,22,0,0,0,2026-06-01
11359,11359,2026,23,23,0,0,0,2026-06-08
11359,11359,2026,24,24,0,0,0,2026-06-15
11359,11359,2026,25,25,0,0,0,2026-06-22
11359,11359,2026,26,26,0,0,0,2026-06-29
11359,11359,2026,27,27,0,0,0,2026-07-06
11359,11359,2026,28,28,0,0,0,2026-07-13
11359,11359,2026,29,29,0,0,0,2026-07-20
11359,11359,2026,30,30,0,0,0,2026-07-27
11359,11359,2026,31,31,0,0,0,2026-08-03
11359,11359,2026,32,32,0,0,0,2026-08-10
11359,11359,2026,33,33,0,0,0,2026-08-17
11360,11360,2026,22,22,0,0,0,2026-06-01
11360,11360,2026,23,23,0,0,0,2026-06-08
11360,11360,2026,24,24,0,0,0,2026-06-15
11360,11360,2026,25,25,0,0,0,2026-06-22
11360,11360,2026,26,26,1,1,1,2026-06-29
11360,11360,2026,27,27,1,1,1,2026-07-06
11360,11360,2026,28,28,1,1,1,2026-07-13
11360,11360,2026,29,29,1,1,1,2026-07-20
11360,11360,2026,30,30,1,1,1,2026-07-27
11360,11360,2026,31,31,1,1,1,2026-08-03
11360,11360,2026,32,32,1,1,1,2026-08-10
11360,11360,2026,33,33,1,1,1,2026-08-17
11361,11361,2026,22,22,0,0,0,2026-06-01
11361,11361,2026,23,23,0,0,0,2026-06-08
11361,11361,2026,24,24,0,0,0,2026-06-15
11361,11361,2026,25,25,0,0,0,2026-06-22
11361,11361,2026,26,26,0,0,0,2026-06-29
11361,11361,2026,27,27,1,1,1,2026-07-06
11361,11361,2026,28,28,2,2,1,2026-07-13
11361,11361,2026,29,29,2,2,1,2026-07-20
11361,11361,2026,30,30,0,0,0,2026-07-27
11361,11361,2026,31,31,2,2,1,2026-08-03
11361,11361,2026,32,32,0,0,0,2026-08-10
11361,11361,2026,33,33,0,0,0,2026-08-17
11362,11362,2026,22,22,0,0,0,2026-06-01
11362,11362,2026,23,23,0,0,0,2026-06-08
11362,11362,2026,24,24,0,0,0,2026-06-15
11362,11362,2026,25,25,0,0,0,2026-06-22
11362,11362,2026,26,26,0,0,0,2026-06-29
11362,11362,2026,27,27,1,1,1,2026-07-06
11362,11362,2026,28,28,1,1,1,2026-07-13
11362,11362,2026,29,29,1,1,1,2026-07-20
