borough,zip_code,week_of_year,week_sin,week_cos,latitude,longitude,temp_mean,temp_max,temp_min,humidity_mean,precip_sum,temp_mean_lag7,temp_mean_lag14,humidity_mean_lag7,precip_7d,precip_14d,degree_days_14d,positives_last_1w,positives_last_2_4w,zipcode
Queens,11369,33,-0.7485,-0.6631,40.76349,-73.87222,23.72,28.46,19.96,78.8,49.2,25.371,26.3,65.714,26.7,75.9,185.6,0,0,11369
Queens,11370,33,-0.7485,-0.6631,40.76539,-73.89422,23.56,28.0,19.9,78.8,43.8,25.4,26.3,64.0,20.3,64.1,185.0,1,1,11370
Queens,11371,33,-0.7485,-0.6631,40.77441,-73.87327,23.56,28.0,19.9,78.8,43.8,25.4,26.3,64.0,20.3,64.1,185.0,0,0,11371
Queens,11372,33,-0.7485,-0.6631,40.75172,-73.88367,23.72,28.46,19.96,78.8,49.2,25.371,26.3,65.714,26.7,75.9,185.6,0,0,11372
Queens,11373,33,-0.7485,-0.6631,40.73895,-73.87856,23.72,28.46,19.96,78.8,49.2,25.371,26.3,65.714,26.7,75.9,185.6,0,0,11373
Queens,11374,33,-0.7485,-0.6631,40.72646,-73.86146,23.72,28.46,19.96,78.8,49.2,25.371,26.3,65.714,26.7,75.9,185.6,0,2,11374
Queens,11375,33,-0.7485,-0.6631,40.72297,-73.84318,23.46,27.92,19.94,80.0,69.1,25.486,26.414,63.429,23.6,92.7,186.0,0,2,11375
Queens,11377,33,-0.7485,-0.6631,40.74477,-73.90516,23.72,28.46,19.96,78.8,49.2,25.371,26.3,65.714,26.7,75.9,185.6,1,5,11377
Queens,11378,33,-0.7485,-0.6631,40.72474,-73.90964,23.72,28.46,19.96,78.8,49.2,25.371,26.3,65.714,26.7,75.9,185.6,2,2,11378
Queens,11379,33,-0.7485,-0.6631,40.71706,-73.88052,23.72,28.46,19.96,78.8,49.2,25.371,26.3,65.714,26.7,75.9,185.6,2,5,11379
Queens,11385,33,-0.7485,-0.6631,40.70065,-73.88942,23.72,28.46,19.96,78.8,49.2,25.371,26.3,65.714,26.7,75.9,185.6,0,2,11385
Queens,11411,33,-0.7485,-0.6631,40.69406,-73.73627,23.56,26.92,20.28,80.6,79.7,25.1,25.657,66.857,22.2,101.9,178.8,0,0,11411
Queens,11412,33,-0.7485,-0.6631,40.69802,-73.75908,23.46,27.92,19.94,80.0,69.1,25.486,26.414,63.429,23.6,92.7,186.0,0,0,11412
Queens,11413,33,-0.7485,-0.6631,40.67117,-73.75206,23.54,27.18,20.3,81.0,74.3,25.171,26.071,66.286,22.4,96.7,181.9,2,4,11413
Queens,11414,33,-0.7485,-0.6631,40.6576,-73.8448,23.54,27.18,20.3,81.0,74.3,25.171,26.071,66.286,22.4,96.7,181.9,1,3,11414
Queens,11415,33,-0.7485,-0.6631,40.70808,-73.82804,23.54,27.18,20.3,81.0,74.3,25.171,26.071,66.286,22.4,96.7,181.9,1,3,11415
Queens,11416,33,-0.7485,-0.6631,40.68459,-73.84971,23.54,27.18,20.3,81.0,74.3,25.171,26.071,66.286,22.4,96.7,181.9,0,0,11416
Queens,11417,33,-0.7485,-0.6631,40.67641,-73.84459,23.54,27.18,20.3,81.0,74.3,25.171,26.071,66.286,22.4,96.7,181.9,1,3,11417
Queens,11418,33,-0.7485,-0.6631,40.70032,-73.83602,23.54,27.18,20.3,81.0,74.3,25.171,26.071,66.286,22.4,96.7,181.9,0,2,11418
Queens,11419,33,-0.7485,-0.6631,40.68861,-73.82306,23.54,27.18,20.3,81.0,74.3,25.171,26.071,66.286,22.4,96.7,181.9,0,0,11419
Queens,11420,33,-0.7485,-0.6631,40.6735,-73.8177,23.54,27.18,20.3,81.0,74.3,25.171,26.071,66.286,22.4,96.7,181.9,2,4,11420
Queens,11421,33,-0.7485,-0.6631,40.69403,-73.85866,23.54,27.18,20.3,81.0,74.3,25.171,26.071,66.286,22.4,96.7,181.9,1,4,11421
Queens,11422,33,-0.7485,-0.6631,40.66079,-73.73757,23.56,26.92,20.28,80.6,79.7,25.1,25.657,66.857,22.2,101.9,178.8,2,4,11422
Queens,11423,33,-0.7485,-0.6631,40.71567,-73.7683,23.46,27.92,19.94,80.0,69.1,25.486,26.414,63.429,23.6,92.7,186.0,1,3,11423
Queens,11426,33,-0.7485,-0.6631,40.73641,-73.72236,23.28,27.5,19.76,81.2,74.1,25.371,25.971,63.571,29.7,103.8,181.5,0,3,11426
Queens,11427,33,-0.7485,-0.6631,40.73094,-73.74572,23.46,27.92,19.94,80.0,69.1,25.486,26.414,63.429,23.6,92.7,186.0,0,1,11427
Queens,11428,33,-0.7485,-0.6631,40.72099,-73.7422,23.46,27.92,19.94,80.0,69.1,25.486,26.414,63.429,23.6,92.7,186.0,0,0,11428
Queens,11429,33,-0.7485,-0.6631,40.70956,-73.73848,23.46,27.92,19.94,80.0,69.1,25.486,26.414,63.429,23.6,92.7,186.0,0,0,11429
Queens,11430,33,-0.7485,-0.6631,40.64697,-73.7873,23.54,27.18,20.3,81.0,74.3,25.171,26.071,66.286,22.4,96.7,181.9,0,0,11430
Queens,11432,33,-0.7485,-0.6631,40.71493,-73.79296,23.46,27.92,19.94,80.0,69.1,25.486,26.414,63.429,23.6,92.7,186.0,0,2,11432
Queens,11433,33,-0.7485,-0.6631,40.69809,-73.78675,23.54,27.18,20.3,81.0,74.3,25.171,26.071,66.286,22.4,96.7,181.9,1,3,11433
Queens,11434,33,-0.7485,-0.6631,40.67786,-73.77707,23.54,27.18,20.3,81.0,74.3,25.171,26.071,66.286,22.4,96.7,181.9,2,5,11434
Queens,11435,33,-0.7485,-0.6631,40.70108,-73.80964,23.54,27.18,20.3,81.0,74.3,25.171,26.071,66.286,22.4,96.7,181.9,0,2,11435
Queens,11436,33,-0.7485,-0.6631,40.67586,-73.79665,23.54,27.18,20.3,81.0,74.3,25.171,26.071,66.286,22.4,96.7,181.9,1,3,11436
Queens,11451,33,-0.7485,-0.6631,40.70119,-73.79578,23.54,27.18,20.3,81.0,74.3,25.171,26.071,66.286,22.4,96.7,181.9,0,0,11451
Queens,11691,33,-0.7485,-0.6631,40.6021,-73.76179,23.54,27.18,20.3,81.0,74.3,25.171,26.1,66.286,22.4,96.7,182.0,1,2,11691
Queens,11692,33,-0.7485,-0.6631,40.59415,-73.79199,23.56,27.18,20.3,81.0,74.3,25.214,26.129,66.286,22.4,96.7,182.6,1,0,11692
Queens,11693,33,-0.7485,-0.6631,40.59166,-73.80967,23.56,27.18,20.3,81.0,74.3,25.214,26.129,66.286,22.4,96.7,182.6,0,0,11693
Queens,11694,33,-0.7485,-0.6631,40.57531,-73.85124,23.56,27.18,20.3,81.0,74.3,25.214,26.143,66.286,22.4,96.7,182.7,0,0,11694
Queens,11697,33,-0.7485,-0.6631,40.55713,-73.91372,23.68,27.08,20.66,80.6,63.7,25.157,25.843,66.714,20.1,83.8,180.8,0,0,11697
